mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
456,1,1,260,104.93689,11.555659,-1.0,1000.0,1
456,1,1,2020,104.920648,11.559677,-1.0,1000.0,13
456,1,1,256256,104.9242401123,11.559677124023,-1.0,1000.0,1
456,1,1,256258,104.9242401123,11.556930541992,-1.0,1000.0,1
456,1,1,264194,104.9324798584,11.565170288086,-1.0,1000.0,1
456,1,1,271617,104.91600036621,11.587142944336,-1.0,1000.0,5
456,1,1,271618,104.917174,11.586511,-1.0,1420.0,94
456,1,1,271619,104.916364,11.585681,-1.0,1000.0,8
456,1,1,286465,104.918747,11.595171,-1.0,1000.0,13
456,1,1,286466,104.91874694824,11.594009399414,-1.0,1000.0,3
456,1,1,286467,104.918747,11.597786,-1.0,1000.0,8
456,1,1,286721,104.918747,11.590536,-1.0,1000.0,17
456,1,1,286722,104.917807,11.588537,-1.0,1000.0,18
456,1,1,286723,104.91806,11.591263,-1.0,1000.0,6
456,1,1,286977,104.916863,11.602938,-1.0,1000.0,2
456,1,1,286978,104.918747,11.600189,-1.0,1000.0,4
456,1,1,286979,104.91188049316,11.602249145508,-1.0,1000.0,2
456,1,1,298241,104.909806,11.593568,-1.0,1000.0,30
456,1,1,298242,104.910507,11.590805,-1.0,1000.0,3
456,1,1,298243,104.907957,11.589301,-1.0,1000.0,7
456,1,1,299522,104.89952087402,11.609115600586,-1.0,1000.0,1
456,1,1,299523,104.884071,11.601906,-1.0,1000.0,8
456,1,1,302337,104.890366,11.602707,-1.0,1000.0,3
456,1,1,302338,104.904526,11.598469,-1.0,1000.0,3
456,1,1,302339,104.90226745605,11.58576965332,-1.0,1000.0,1
456,1,1,303105,104.91050720215,11.58576965332,-1.0,1000.0,1
456,1,1,303106,104.914762,11.585282,-1.0,1000.0,8
456,1,1,303107,104.91135,11.584464,-1.0,1000.0,14
456,1,1,304897,104.91497,11.588516,-1.0,1000.0,4
456,1,1,304899,104.913254,11.588345,-1.0,1000.0,8
456,1,1,307458,104.905563,11.588242,-1.0,1000.0,5
456,1,1,307459,104.90364074707,11.588516235352,-1.0,1000.0,18
456,1,1,309505,104.883041,11.595932,-1.0,1000.0,5
456,1,1,309506,104.881668,11.589203,-1.0,1000.0,2
456,1,1,309507,104.88166809082,11.589889526367,-1.0,1000.0,10
456,1,1,335617,104.907764,11.583977,-1.0,1000.0,2
456,1,1,335618,104.909424,11.584013,-1.0,1000.0,1
456,1,1,335619,104.902986,11.580581,-1.0,1000.0,11
456,1,1,338690,104.91023,11.583846,-1.0,1000.0,4
456,1,1,338691,104.908742,11.583817,-1.0,1000.0,3
456,1,1,339202,104.90364074707,11.584396362305,-1.0,1000.0,1
456,1,1,339457,104.900208,11.606369,-1.0,1000.0,2
456,1,1,339459,104.89814758301,11.604995727539,-1.0,1000.0,1
456,1,1,358146,104.91806,11.591949,-1.0,1000.0,2
456,1,1,366081,104.9063873291,11.589889526367,-1.0,1000.0,1
456,1,1,369154,104.907829,11.594584,-1.0,1000.0,2
456,1,1,369155,104.907671,11.594537,-1.0,1000.0,15
456,1,1,374530,104.90501403809,11.584396362305,-1.0,1000.0,1
456,1,1,374531,104.90226745605,11.591262817383,-1.0,1000.0,1
456,1,1,374786,104.902954,11.588516,-1.0,1000.0,2
456,1,1,381187,104.89128112793,11.604995727539,-1.0,1000.0,1
456,1,1,381697,104.909869,11.593383,-1.0,1000.0,7
456,1,1,431618,104.89402770996,11.606369018555,-1.0,1000.0,1
456,1,1,431619,104.88716125488,11.606369018555,-1.0,1000.0,1
456,1,1,433665,104.906944,11.612873,-1.0,1000.0,1
456,1,1,433666,104.904099,11.605911,-1.0,1000.0,3
456,1,2,271873,104.89540100098,11.59538269043,-1.0,1000.0,2
456,1,2,271874,104.902954,11.58783,-1.0,1000.0,2
456,1,2,271875,104.89677429199,11.589889526367,-1.0,1000.0,1
456,1,2,272129,104.8885345459,11.550064086914,-1.0,1000.0,1
456,1,2,272130,104.885101,11.552811,-1.0,1000.0,2
456,1,2,272131,104.887161,11.556244,-1.0,1000.0,2
456,1,2,272385,104.88945,11.56517,-1.0,1000.0,3
456,1,2,272386,104.88990783691,11.561050415039,-1.0,1000.0,1
456,1,2,272387,104.881985,11.561583,-1.0,1005.0,19
456,1,2,272642,104.8885345459,11.559677124023,-1.0,1000.0,1
456,1,2,278529,104.905854,11.568392,-1.0,1000.0,13
456,1,2,278530,104.905701,11.566544,-1.0,1000.0,2
456,1,2,278531,104.902824,11.566544,-1.0,1000.0,37
456,1,2,280065,104.891418,11.576157,-1.0,1000.0,10
456,1,2,280066,104.893341,11.574783,-1.0,1000.0,4
456,1,2,280067,104.889999,11.574875,-1.0,1000.0,15
456,1,2,281345,104.910202,11.573715,-1.0,1069.0,9
456,1,2,281346,104.911728,11.567816,-1.0,1000.0,14
456,1,2,281347,104.886037,11.572386,-1.0,3205.0,43
456,1,2,281601,104.906044,11.565514,-1.0,1000.0,4
456,1,2,281602,104.91050720215,11.562423706055,-1.0,1000.0,1
456,1,2,281603,104.907074,11.562424,-1.0,1000.0,2
456,1,2,284929,104.874802,11.593704,-1.0,1414.0,9
456,1,2,284930,104.882314,11.582377,-1.0,1498.0,17
456,1,2,284931,104.866394,11.587323,-1.0,1713.0,6
456,1,2,285441,104.891968,11.566544,-1.0,1000.0,4
